zip_code,median_household_income,vehicle_count,P1_001N,vehicle_per_person
99352,81471.0,797.0,35762.0,0.022286225602594932
99353,105115.0,286.0,17934.0,0.01594736255157801
99354,71546.0,345.0,24839.0,0.013889448045412455
99356,61042.0,0.0,290.0,0.0
99357,53654.0,24.0,4240.0,0.005660377358490566
99359,43438.0,0.0,155.0,0.0
99360,81029.0,8.0,1428.0,0.0056022408963585435
99361,68125.0,13.0,1908.0,0.006813417190775681
99362,60413.0,430.0,43249.0,0.009942426414483571
99371,56607.0,1.0,346.0,0.002890173410404624
99401,68672.0,0.0,286.0,0.0
99402,54250.0,13.0,1814.0,0.007166482910694598
99403,53663.0,77.0,20224.0,0.0038073575949367088
98504,0.0,64.0,0.0,inf
98940,0.0,54.0,933.0,0.05787781350482315
98571,0.0,29.0,483.0,0.060041407867494824
98421,0.0,27.0,1239.0,0.021791767554479417
98355,0.0,13.0,626.0,0.020766773162939296
98158,0.0,10.0,0.0,inf
98535,0.0,9.0,529.0,0.017013232514177693
98562,0.0,7.0,174.0,0.040229885057471264
98634,0.0,6.0,0.0,inf
98035,0.0,6.0,0.0,inf
98647,0.0,5.0,499.0,0.01002004008016032
98582,0.0,5.0,640.0,0.0078125
98330,0.0,4.0,76.0,0.05263157894736842
98124,0.0,4.0,0.0,inf
98344,0.0,4.0,0.0,inf
98256,0.0,3.0,446.0,0.006726457399103139
98235,0.0,3.0,436.0,0.006880733944954129
98438,0.0,3.0,582.0,0.005154639175257732
98641,0.0,3.0,204.0,0.014705882352941176
98314,0.0,3.0,991.0,0.0030272452068617556
98206,0.0,2.0,0.0,inf
98536,0.0,2.0,153.0,0.013071895424836602
98401,0.0,2.0,0.0,inf
98493,0.0,2.0,0.0,inf
98950,0.0,2.0,209.0,0.009569377990430622
98921,0.0,1.0,544.0,0.001838235294117647
98668,0.0,1.0,0.0,inf
99329,0.0,1.0,206.0,0.0048543689320388345
98509,0.0,1.0,0.0,inf
98544,0.0,1.0,68.0,0.014705882352941176
98267,0.0,1.0,545.0,0.001834862385321101
98417,0.0,1.0,0.0,inf
99251,0.0,1.0,1133.0,0.00088261253309797
99034,0.0,1.0,327.0,0.0030581039755351682
98305,0.0,1.0,481.0,0.002079002079002079
99322,0.0,1.0,234.0,0.004273504273504274
99121,0.0,1.0,135.0,0.007407407407407408
98416,0.0,1.0,1478.0,0.0006765899864682003
99128,0.0,1.0,315.0,0.0031746031746031746
98447,0.0,1.0,1053.0,0.000949667616334283
98853,0.0,1.0,79.0,0.012658227848101266
99321,0.0,1.0,669.0,0.0014947683109118087
98411,0.0,1.0,0.0,inf
98507,0.0,1.0,0.0,inf
